MSCEIT_TOT	MSCEIT_EXP	MSCEIT_STRAT	MSCEIT_PERC	MSCEIT_USE	MSCEIT_UNDER	MSCEIT_MANAGE	EQI_TOT	EQI_SP	EQI_SR	EQI_SA	EQI_ES	EQI_SE	EQI_EE	EQI_AS	EQI_IN	EQI_IS	EQI_IR	EQI_EM	EQI_RE	EQI_DM	EQI_PS	EQI_RT	EQI_IC	EQI_SM	EQI_FL	EQI_ST	EQI_OP	EQI_HA
							0.07470921903048046	0.6276023449319184	-0.292795842762317	1.4980294165385528	0.3878261193138329	-0.641154238265085	-1.504541399464222	-1.2917195229006548	1.2926176716302051	-0.7017125194928865	-1.1567632158378334	-0.30566992448164304	-0.05942283606769147	1.4318566196200686	1.204262044723548	0.6939496896854523	1.3911943262631996	-0.31594489216827293	-2.4816999688014465	1.3391252026679914	-0.0276797056489317	1.0948363573488429
							-0.37960359939811655	-1.2277184557792271	-1.4314463423935517	-0.9730601635287087	0.1454347947426872	-0.14083156678655007	-0.7298919374975171	-0.8350510047034536	1.2210705680344371	-0.7017125194928865	-0.6792004203084525	-0.02058916589772742	-1.2181681393876669	1.1949685759329252	1.204262044723548	0.16014223608125805	1.2522292992224804	-0.47479986588416445	0.7860834575647594	-1.1465419795418248	-0.6089535242765056	-1.822326305324062
							-0.8339164178267136	-0.19698467760636856	0.7645224783238295	0.11421925170088634	-1.8744929100168601	-2.4756707003530463	-1.1172166684808695	-2.857440156719631	-1.1399838506259008	0.007884410331380718	-0.7587942195633494	0.2644915926861882	0.5645169426430645	-0.8580611360223197	-0.19198380423129052	-1.3523122157972924	-0.6932810793475874	0.08119254212145595	0.21422135795067332	-0.6762806207453731	0.8027114638190311	0.04141650693918278
							-1.9242671820553463	-2.052305478317514	-2.6514290205698745	-2.2580267451636846	1.2765943094080336	-1.224864021656709	-0.49749709890750565	-1.096004443673283	-0.7822483326470618	-0.7017125194928865	-1.1567632158378334	0.2644915926861882	-0.9507653770830572	-1.2528745421675591	-1.4136989220667742	0.42704596288335517	-1.5965537551122617	-2.301632063616917	-0.9295028412774988	-2.221425085362286	-2.1036576293188385	-2.551616970992288
							2.2554107474877463	2.276776390008492	1.5778442637747112	1.6957165829439336	1.7613769585503252	1.4435235595621438	1.9039162331892796	0.7959079888579796	0.2194111176936877	2.314074432260249	1.9473949551031418	1.6186251959597875	1.901530754166113	1.1160058947038771	0.6806698513654835	1.0498213254215818	0.9048167316206825	1.8285972529962629	1.5213347284971557	1.070404426212876	1.7991808671805865	1.4189655420902767
							0.8016097285162357	0.009162078028203156	0.601858121233653	-0.37999866431256596	-0.500942070780368	0.9432008880836089	-0.11017236792415319	0.8611463486004369	1.0779763608429016	0.5400821076995811	0.7534879662796898	0.1219512133942304	0.2971141803384548	1.0370432134748293	0.9424659480445157	-0.1957293996548715	1.3911943262631996	0.7166124369850221	0.6226942862464491	0.8688638438715396	0.22143764519145714	-0.12064808543153414
							0.6198846011447968	-0.30005805542365444	0.1951972285082121	-0.8742165803260182	-0.1777536380188404	1.2767493357359656	0.8194069864358927	1.1220997875702663	0.505599532076759	0.3626828752435143	0.7534879662796898	0.1219512133942304	-0.3268255983723012	0.48430444487149416	0.24434302356709647	-0.46263312645696864	1.0437817586614018	0.6371849501270763	0.6226942862464491	0.6673232615302032	0.22143764519145714	0.6896748764220505
							0.16557178271619985	0.21530883366277487	0.9271868354140058	0.5095935845116482	-1.6321015854457146	1.526910671475233	0.27715236305919927	1.9701984642222115	0.934882153651366	-0.613012903264853	0.7534879662796898	-1.232182389879369	-0.9507653770830572	-0.3053223674189846	0.5061391202461287	0.42704596288335517	-1.2491411875104639	-0.07766243159443559	0.6226942862464491	-0.4747400384040367	-0.19375793954252427	0.28451339549525817
							1.2559225469448327	1.2460426118356336	1.415179906684535	1.0038115005251005	0.1454347947426872	1.026587999996698	0.7419420402392222	-0.11742904753642301	1.364164775225973	-0.43561367080878627	0.7534879662796898	-1.8023439070472003	0.6536511967446011	1.7477073445362603	1.3787927758429026	1.9395004147619057	0.9048167316206825	1.3520323318485883	0.2959159436098285	1.40630539678177	1.2179070485530126	1.0138040611634844
							0.43815947377335807	0.5245289671146325	0.032532871418035736	0.8061243341197195	0.3878261193138329	1.2767493357359656	0.8194069864358927	1.1220997875702663	0.505599532076759	0.27398325901548093	0.11673757224051545	0.2644915926861882	-0.05942283606769147	0.24741640118435054	0.9424659480445157	0.42704596288335517	-0.4848335387865087	-0.31594489216827293	-1.3379757695732746	0.6673232615302032	-0.19375793954252427	0.04141650693918278
