subID	cycle	slidenum	onstimestamp
03432	1	1	2018-10-18 12:33:38.472834
03432	1	2	2018-10-18 12:33:44.572056
03432	1	3	2018-10-18 12:33:51.035153
03432	1	4	2018-10-18 12:33:56.886151
03432	1	5	2018-10-18 12:33:58.219383
03432	1	6	2018-10-18 12:33:59.919137
03432	1	7	2018-10-18 12:34:01.018469
03432	1	8	2018-10-18 12:34:05.083519
03432	1	9	2018-10-18 12:34:05.900983
03432	1	10	2018-10-18 12:34:07.153272
